Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Seats,Price,Company,Mileage(km/kg),Engine(CC),Power(bhp),New_car_Price
Coimbatore,2010,124313,Diesel,Manual,First,8.0,7.96,Toyota,12.99,2494.0,100.6,
Pune,2015,26725,Petrol,Automatic,First,5.0,4.25,Maruti,23.1,998.0,67.04,
Kolkata,2014,45617,Diesel,Manual,First,7.0,5.85,Maruti,20.77,1248.0,88.76,
Mumbai,2013,37000,Diesel,Automatic,First,5.0,13.0,Mercedes-Benz,20.0,2143.0,107.3,
Kochi,2010,109147,Diesel,Manual,First,8.0,2.65,Mahindra,14.0,2498.0,112.0,
Ahmedabad,2014,59000,Diesel,Manual,First,5.0,4.75,Honda,25.8,1498.0,98.6,
Pune,2015,28000,Petrol,Manual,First,5.0,2.65,Renault,25.17,799.0,53.3,
Pune,2017,4700,Petrol,Manual,First,5.0,3.0,Renault,25.17,799.0,53.3,
Coimbatore,2014,72469,Diesel,Automatic,First,7.0,32.52,Audi,12.07,2967.0,241.4,
Pune,2014,57539,Diesel,Automatic,First,5.0,7.75,Hyundai,22.32,1582.0,126.32,
Delhi,2016,42000,Diesel,Automatic,First,7.0,19.6,Toyota,11.36,2755.0,171.5,26.55
Delhi,2010,62489,Petrol,Manual,First,5.0,2.6,Hyundai,17.0,1197.0,80.0,
Mumbai,2013,51167,Petrol,Manual,First,5.0,3.76,Volkswagen,16.47,1198.0,73.9,
Chennai,2012,130000,Diesel,Manual,First,5.0,4.75,Volkswagen,20.54,1598.0,103.6,
Mumbai,2007,63000,Petrol,Manual,Second,5.0,1.75,Honda,17.7,1497.0,78.0,
Bangalore,2011,60000,Petrol,Manual,First,5.0,3.95,Hyundai,16.2,1599.0,103.2,
Pune,2005,123200,Petrol,Manual,Second,5.0,1.0,Hyundai,13.2,1495.0,94.0,
Jaipur,2011,115692,Diesel,Automatic,First,5.0,4.5,Skoda,20.0,1968.0,138.1,
Coimbatore,2011,87073,Petrol,Automatic,First,5.0,17.23,Mercedes-Benz,10.93,2497.0,204.0,
Kochi,2015,40901,Petrol,Manual,First,5.0,5.76,Hyundai,18.6,1197.0,81.83,
Coimbatore,2013,36264,Petrol,Manual,First,5.0,4.32,Hyundai,20.36,1197.0,78.9,
Delhi,2009,60000,Petrol,Manual,Second,5.0,1.9,Hyundai,19.81,1086.0,68.05,
Pune,2018,20000,Petrol,Manual,First,5.0,5.5,Volkswagen,17.0,1198.0,74.0,
Mumbai,2014,68400,Petrol,Automatic,First,5.0,13.5,Toyota,12.98,2494.0,178.4,
Bangalore,2013,71231,Diesel,Manual,Second,7.0,9.75,Mahindra,16.0,2179.0,140.0,
Hyderabad,2011,75000,Diesel,Automatic,First,5.0,9.44,Skoda,17.2,1968.0,138.1,
Mumbai,2018,1997,Petrol,Automatic,First,5.0,4.45,Maruti,22.5,998.0,67.0,6.14
Pune,2016,47300,Diesel,Manual,First,5.0,8.85,Maruti,24.3,1248.0,88.5,11.96
Delhi,2012,61449,Petrol,Manual,First,5.0,2.15,Hyundai,0.0,1086.0,62.0,
Kochi,2013,47910,Diesel,Manual,First,5.0,4.89,Volkswagen,20.54,1598.0,103.6,
Hyderabad,2015,62000,Diesel,Manual,First,5.0,6.25,Volkswagen,20.14,1498.0,88.8,
Chennai,2012,65060,Diesel,Manual,First,5.0,4.8,Maruti,22.9,1248.0,74.0,
Jaipur,2008,82203,Petrol,Manual,First,5.0,1.8,Hyundai,19.81,1086.0,68.05,
Kolkata,2013,44000,Diesel,Manual,First,7.0,7.25,Mahindra,16.0,2179.0,140.0,
Coimbatore,2014,53817,Diesel,Manual,First,7.0,7.56,Maruti,25.47,1248.0,88.5,11.44
Kochi,2013,61591,Diesel,Manual,First,7.0,6.82,Mahindra,16.0,2179.0,140.0,
Jaipur,2011,86500,Diesel,Manual,Second,5.0,1.8,Tata,21.12,1248.0,88.8,
Pune,2009,100000,Diesel,Automatic,First,5.0,11.5,Mercedes-Benz,11.0,2987.0,198.5,
Chennai,2010,87000,Petrol,Manual,First,5.0,2.8,Maruti,15.6,1586.0,104.68,
Hyderabad,2016,35000,Petrol,Automatic,First,5.0,5.5,Maruti,20.51,998.0,67.0,
Kolkata,2016,6000,Petrol,Manual,First,5.0,2.7,Datsun,20.63,1198.0,67.06,
Jaipur,2014,59327,Diesel,Manual,First,5.0,3.25,Ford,20.0,1399.0,68.0,
Coimbatore,2014,81001,Diesel,Automatic,First,5.0,10.9,Skoda,17.2,1968.0,138.1,
Kochi,2014,44612,Petrol,Manual,First,5.0,4.07,Hyundai,18.5,1197.0,80.0,
Ahmedabad,2016,42388,Diesel,Automatic,First,7.0,18.0,Toyota,11.36,2755.0,171.5,24.63
Mumbai,2012,54000,Petrol,Manual,First,5.0,2.95,Honda,19.4,1198.0,86.8,
Mumbai,2011,83010,Diesel,Automatic,First,5.0,7.5,Skoda,17.2,1968.0,138.1,
Coimbatore,2016,65405,Diesel,Automatic,First,5.0,32.73,Mercedes-Benz,13.0,2143.0,204.0,
Delhi,2015,36000,Diesel,Automatic,Second,7.0,21.5,Toyota,12.55,2982.0,168.7,
Pune,2008,85000,Petrol,Manual,First,5.0,2.5,Maruti,16.51,1586.0,103.2,
Ahmedabad,2016,35000,Diesel,Manual,First,5.0,5.5,Honda,27.3,1498.0,98.6,
Mumbai,2012,54000,Petrol,Automatic,First,5.0,7.5,Toyota,14.53,1794.0,138.1,
Mumbai,2007,70000,Petrol,Manual,First,5.0,1.55,Honda,16.9,1497.0,100.0,
Kolkata,2017,27001,Diesel,Automatic,First,5.0,29.0,BMW,20.68,1995.0,190.0,50.26
Coimbatore,2019,41075,Diesel,Manual,First,5.0,8.4,Maruti,28.4,1248.0,74.0,
Hyderabad,2016,26000,Diesel,Manual,First,6.0,6.5,Mahindra,25.32,1198.0,77.0,
Mumbai,2010,55000,Petrol,Manual,First,5.0,2.35,Honda,16.0,1198.0,90.0,
Mumbai,2016,19000,Petrol,Manual,First,5.0,5.55,Maruti,20.4,1197.0,81.8,
Mumbai,2016,15000,Petrol,Automatic,First,5.0,5.35,Hyundai,18.9,1197.0,82.0,
Chennai,2016,37000,Petrol,Manual,First,5.0,5.25,Honda,17.8,1198.0,86.7,
Coimbatore,2017,38712,Petrol,Manual,First,5.0,5.87,Hyundai,18.9,1197.0,81.86,7.45
Kochi,2014,52400,Diesel,Manual,First,5.0,5.36,Volkswagen,20.54,1598.0,103.6,
Bangalore,2016,23988,Diesel,Manual,First,5.0,7.75,Maruti,28.09,1248.0,88.5,
Kochi,2014,32283,Petrol,Automatic,Second,5.0,5.41,Volkswagen,14.4,1598.0,103.6,
Bangalore,2010,52000,Petrol,Manual,First,5.0,3.65,Hyundai,18.5,1197.0,80.0,
Pune,2016,32000,Petrol,Automatic,First,5.0,5.25,Honda,16.5,1198.0,86.8,
Kolkata,2014,39000,Petrol,Manual,First,5.0,6.25,Honda,17.4,1497.0,117.3,
Coimbatore,2017,14149,Petrol,Manual,First,4.0,3.47,Tata,23.9,624.0,37.48,
Mumbai,2006,103000,Petrol,Automatic,First,5.0,8.85,Mercedes-Benz,10.13,3498.0,364.9,
Pune,2004,82000,Petrol,Manual,First,5.0,0.85,Maruti,14.0,1061.0,64.0,
Mumbai,2015,34000,Petrol,Automatic,First,5.0,13.65,Skoda,13.7,1798.0,157.75,
Coimbatore,2016,45180,Diesel,Automatic,First,7.0,50.22,Audi,12.07,2967.0,241.4,
Ahmedabad,2018,2000,Petrol,Manual,First,5.0,7.75,Maruti,22.0,1197.0,81.8,8.16
Coimbatore,2011,82321,Diesel,Manual,First,7.0,10.05,Toyota,12.8,2494.0,102.0,
Kolkata,2011,7000,Petrol,Automatic,First,5.0,9.75,BMW,12.05,1995.0,154.0,
Delhi,2015,27000,Diesel,Automatic,First,5.0,23.0,Mercedes-Benz,17.9,2143.0,136.0,
Coimbatore,2019,31271,Diesel,Manual,First,8.0,21.42,Toyota,13.68,2393.0,147.8,24.01
Delhi,2014,24000,Diesel,Manual,First,5.0,5.21,Maruti,25.2,1248.0,74.0,
Hyderabad,2009,147000,Diesel,Manual,First,7.0,7.5,Toyota,12.99,2494.0,100.6,
Chennai,2010,115000,Petrol,Manual,First,5.0,1.75,Chevrolet,18.6,1199.0,79.4,
Jaipur,2010,82000,Diesel,Manual,Second,5.0,1.0,Ford,13.8,1399.0,68.0,
Delhi,2016,20000,Diesel,Automatic,First,5.0,33.0,Mercedes-Benz,19.27,2143.0,170.0,
Kolkata,2011,45560,Petrol,Manual,First,5.0,2.2,Toyota,17.6,1496.0,88.73,
Kochi,2017,57539,Diesel,Manual,First,7.0,12.83,Toyota,12.8,2494.0,102.0,
Kochi,2018,20004,Diesel,Automatic,First,4.0,68.94,BMW,17.54,2993.0,313.0,
Mumbai,2012,54500,Diesel,Manual,First,5.0,4.1,Skoda,21.13,1498.0,108.4,13.72
Jaipur,2016,27886,Petrol,Manual,First,5.0,2.85,Hyundai,22.0,814.0,55.0,
Mumbai,2007,66000,Petrol,Automatic,First,5.0,3.7,Honda,11.1,2354.0,158.8,
Coimbatore,2013,72202,Diesel,Automatic,First,5.0,9.06,Skoda,20.0,1968.0,138.1,
Delhi,2011,70000,Petrol,Manual,Second,5.0,4.75,Skoda,13.4,1798.0,157.8,
Jaipur,2015,78233,Diesel,Manual,First,5.0,6.6,Honda,26.0,1498.0,98.6,
Chennai,2007,120203,Diesel,Manual,Second,7.0,3.5,Tata,13.93,2179.0,138.0,
Pune,2011,20575,Petrol,Manual,First,5.0,2.0,Maruti,19.0,998.0,67.1,
Mumbai,2013,39879,Petrol,Manual,First,5.0,3.89,Honda,17.8,1198.0,86.7,
Jaipur,2017,31056,Petrol,Manual,First,5.0,3.6,Renault,23.01,999.0,67.0,
Mumbai,2015,50940,Petrol,Automatic,First,5.0,6.95,Maruti,19.12,1373.0,91.1,
Coimbatore,2016,99362,Diesel,Manual,First,5.0,7.03,Hyundai,22.54,1396.0,88.73,
Ahmedabad,2016,54000,Diesel,Manual,First,7.0,16.5,Toyota,13.68,2393.0,147.8,23.14
Coimbatore,2016,54268,Diesel,Manual,First,5.0,7.67,Maruti,28.09,1248.0,88.5,
Coimbatore,2012,94521,Diesel,Automatic,First,5.0,23.19,Jaguar,14.74,2993.0,270.9,
Kochi,2017,38932,Petrol,Manual,First,5.0,6.21,Hyundai,19.1,1197.0,82.0,
Coimbatore,2015,60395,Diesel,Automatic,First,5.0,45.82,Porsche,16.12,2967.0,245.0,
Mumbai,2016,29000,Diesel,Manual,First,5.0,5.95,Hyundai,24.4,1120.0,71.0,
Delhi,2011,58000,Diesel,Automatic,First,5.0,11.0,Audi,16.55,1968.0,140.0,
Coimbatore,2016,60913,Petrol,Manual,First,5.0,7.19,Maruti,20.73,1373.0,91.1,
Delhi,2011,65000,Diesel,Manual,First,8.0,6.4,Toyota,12.8,2494.0,102.0,
Chennai,2015,26000,Diesel,Manual,First,5.0,26.0,Mercedes-Benz,15.8,2148.0,170.0,
Hyderabad,2016,19947,Petrol,Manual,First,5.0,4.5,Hyundai,20.36,1197.0,78.9,
Chennai,2011,70816,Petrol,Automatic,First,5.0,3.1,Hyundai,16.95,1197.0,78.9,
Delhi,2015,54000,Diesel,Manual,First,5.0,5.95,Maruti,27.39,1248.0,74.0,
Delhi,2008,138000,Petrol,Manual,First,5.0,1.2,Maruti,18.2,1061.0,64.0,
Chennai,2014,35000,Diesel,Automatic,First,5.0,52.0,BMW,16.46,2993.0,258.0,
Bangalore,2015,50000,Diesel,Automatic,First,7.0,48.0,Audi,11.33,4134.0,335.2,
Hyderabad,2011,124652,Diesel,Automatic,First,5.0,21.99,BMW,11.7,2993.0,245.0,
Hyderabad,2013,80264,Petrol,Manual,First,5.0,4.3,Maruti,21.1,1197.0,85.8,
Pune,2013,125600,Diesel,Manual,First,5.0,3.75,Nissan,21.64,1461.0,84.8,
Mumbai,2015,49000,Petrol,Manual,First,5.0,8.95,Toyota,14.28,1798.0,138.03,
Pune,2012,111000,Diesel,Manual,First,5.0,4.75,Toyota,23.59,1364.0,67.1,
Coimbatore,2016,33690,Petrol,Manual,First,5.0,14.6,Toyota,14.28,1798.0,138.03,
Mumbai,2012,50000,Diesel,Automatic,First,5.0,17.5,Audi,17.68,1968.0,174.33,
Kolkata,2012,38092,Diesel,Manual,First,7.0,5.2,Maruti,20.77,1248.0,88.8,
Coimbatore,2017,47774,Petrol,Manual,First,5.0,6.04,Hyundai,18.9,1197.0,82.0,
Chennai,2009,167000,Diesel,Manual,Second,5.0,2.7,Tata,19.09,1396.0,69.0,
Chennai,2019,65000,Diesel,Automatic,First,5.0,6.75,Maruti,26.59,1248.0,74.0,
Kolkata,2011,46000,Petrol,Manual,First,5.0,2.35,Volkswagen,15.26,1598.0,103.5,
Hyderabad,2017,16500,Petrol,Manual,First,5.0,5.0,Tata,23.84,1199.0,84.0,6.29
Kolkata,2016,39000,Petrol,Manual,First,5.0,6.95,Honda,17.8,1497.0,117.3,
Jaipur,2018,6000,Petrol,Manual,First,5.0,6.7,Honda,19.5,1199.0,86.76,8.18
Hyderabad,2015,60000,Diesel,Automatic,First,5.0,25.0,Audi,17.11,1968.0,174.33,
Chennai,2011,97320,Petrol,Automatic,First,5.0,3.75,Volkswagen,14.4,1598.0,103.6,
Chennai,2011,99807,Diesel,Manual,First,5.0,3.75,Volkswagen,20.54,1598.0,103.6,
Pune,2013,46000,Petrol,Manual,First,5.0,5.1,Honda,17.0,1497.0,118.0,
Mumbai,2010,12000,Petrol,Manual,First,5.0,2.45,Maruti,22.5,998.0,67.04,5.04
Kolkata,2005,13002,Petrol,Automatic,First,5.0,3.25,Skoda,9.3,2771.0,193.1,
Kolkata,2014,26000,Diesel,Manual,First,5.0,5.5,Honda,26.0,1498.0,98.6,
Kochi,2014,68365,CNG,Manual,First,5.0,3.77,Maruti,26.6,998.0,58.16,
Coimbatore,2016,27833,Diesel,Automatic,First,5.0,49.24,Mercedes-Benz,0.0,2987.0,165.0,
Kochi,2016,51639,Petrol,Manual,First,5.0,3.04,Maruti,22.74,796.0,47.3,
Delhi,2015,21000,Petrol,Manual,First,5.0,4.9,Hyundai,18.6,1197.0,81.83,
Bangalore,2013,90000,Diesel,Manual,First,5.0,6.25,Ford,22.7,1498.0,89.84,
Hyderabad,2015,36255,Diesel,Automatic,First,5.0,33.0,BMW,19.59,1995.0,184.0,
Chennai,2011,58000,Diesel,Automatic,Second,5.0,27.0,BMW,11.7,2993.0,245.0,
Coimbatore,2014,48997,Petrol,Manual,Second,5.0,5.21,Honda,18.0,1198.0,86.7,
Mumbai,2014,31130,Petrol,Manual,First,5.0,5.75,Ford,15.85,1499.0,110.4,
Coimbatore,2012,75668,Diesel,Automatic,First,5.0,16.58,Jaguar,14.74,2993.0,270.9,
Delhi,2015,12000,Petrol,Manual,First,5.0,11.0,Toyota,14.53,1798.0,138.0,
Pune,2014,90000,Petrol,Manual,Second,5.0,2.8,Hyundai,20.36,1197.0,78.9,
Kochi,2019,17320,Diesel,Automatic,First,5.0,37.99,Mercedes-Benz,15.8,2148.0,170.0,
Delhi,2011,85000,Diesel,Manual,Second,5.0,3.65,Skoda,20.0,1968.0,108.5,
Hyderabad,2007,130000,Diesel,Manual,First,7.0,6.0,Ford,13.1,2499.0,141.0,
Coimbatore,2013,60328,Petrol,Manual,First,5.0,4.54,Ford,15.6,1196.0,70.0,
Kochi,2015,34327,Petrol,Manual,First,5.0,5.4,Honda,18.0,1198.0,86.7,
Mumbai,2014,75000,Diesel,Manual,First,5.0,3.3,Tata,19.1,1405.0,70.0,
Hyderabad,2012,86000,Diesel,Automatic,Second,5.0,18.25,Volvo,14.7,1985.0,163.0,
Bangalore,2017,12000,Petrol,Manual,First,5.0,3.1,Datsun,22.7,799.0,53.0,
Kochi,2013,57759,Petrol,Manual,First,5.0,3.84,Hyundai,21.1,814.0,55.2,
Kolkata,2016,24300,Petrol,Manual,First,5.0,2.44,Maruti,22.74,796.0,47.3,
Bangalore,2011,66000,Petrol,Manual,Second,5.0,3.6,Volkswagen,16.47,1198.0,73.9,
Mumbai,2015,75915,Petrol,Manual,First,5.0,3.9,Hyundai,20.36,1197.0,78.9,
Chennai,2013,107000,Petrol,Manual,Second,5.0,2.9,Nissan,16.95,1498.0,97.7,
Chennai,2008,86000,Petrol,Manual,Second,5.0,3.5,Toyota,14.53,1798.0,138.1,
Chennai,2009,160000,Diesel,Manual,Second,5.0,3.5,Hyundai,18.1,1493.0,110.0,
Jaipur,2019,3000,Petrol,Manual,First,5.0,3.5,Maruti,24.7,796.0,47.3,
Hyderabad,2015,72495,Diesel,Manual,First,5.0,7.0,Hyundai,21.9,1396.0,88.76,
Chennai,2016,33000,Diesel,Automatic,First,5.0,8.7,Hyundai,19.08,1582.0,126.2,
Hyderabad,2014,60000,Diesel,Automatic,First,7.0,45.0,Audi,12.07,2967.0,241.4,
Hyderabad,2016,80103,Diesel,Manual,First,5.0,1.8,Tata,25.0,1396.0,69.0,
Kolkata,2007,42100,Petrol,Manual,First,5.0,0.99,Chevrolet,18.0,995.0,62.0,
Kolkata,2018,4500,Petrol,Manual,First,5.0,4.8,Hyundai,18.9,1197.0,81.86,6.4
Mumbai,2014,97000,Diesel,Manual,First,7.0,17.95,Toyota,12.55,2982.0,169.0,
Kochi,2017,51223,Petrol,Manual,First,5.0,5.66,Hyundai,18.9,1197.0,81.86,7.48
Delhi,2009,64000,Petrol,Manual,First,5.0,3.1,Honda,17.0,1497.0,118.0,
Kochi,2016,56911,Petrol,Manual,First,5.0,6.54,Hyundai,18.6,1197.0,81.86,
Hyderabad,2015,147848,Diesel,Manual,First,8.0,13.2,Toyota,12.8,2494.0,102.0,
Kochi,2018,21290,Petrol,Automatic,First,4.0,56.8,Ford,13.0,4951.0,395.0,83.92
Kochi,2019,14076,Diesel,Automatic,First,7.0,19.4,Toyota,11.36,2755.0,171.5,20.74
Ahmedabad,2007,75180,Petrol,Manual,First,5.0,1.65,Maruti,18.2,1061.0,64.0,
Jaipur,2013,92000,Diesel,Manual,Second,5.0,4.35,Maruti,22.9,1248.0,74.0,
Hyderabad,2015,57266,Diesel,Manual,First,5.0,6.5,Fiat,20.5,1248.0,91.72,
Delhi,2007,64000,Petrol,Manual,First,5.0,1.11,Maruti,18.2,998.0,67.1,
Mumbai,2013,41000,Diesel,Manual,First,5.0,5.5,Renault,19.87,1461.0,83.8,
Delhi,2012,45999,Diesel,Manual,First,6.0,11.0,Mitsubishi,10.5,2835.0,107.2,
Pune,2015,50000,Petrol,Automatic,First,5.0,3.9,Maruti,23.1,998.0,67.04,
Pune,2013,70000,Diesel,Manual,First,5.0,1.8,Tata,17.88,1405.0,48.21,
Kochi,2016,37540,Petrol,Manual,First,5.0,6.22,Hyundai,18.6,1197.0,81.86,
Hyderabad,2014,44000,Petrol,Automatic,First,5.0,4.3,Maruti,23.1,998.0,67.04,
Hyderabad,2017,22500,Petrol,Manual,First,5.0,5.99,Hyundai,18.9,1197.0,81.86,7.82
Delhi,2017,17431,Petrol,Manual,First,5.0,6.0,Hyundai,18.6,1197.0,81.83,
Delhi,2014,61566,Petrol,Manual,First,5.0,5.85,Hyundai,17.1,1591.0,121.3,
Kochi,2014,61730,Diesel,Automatic,First,5.0,19.94,Land,12.39,2179.0,147.51,
Chennai,2009,68000,Petrol,Manual,First,5.0,2.9,Maruti,16.1,1298.0,88.2,
Mumbai,2014,29000,Petrol,Manual,First,5.0,4.25,Honda,18.0,1198.0,86.7,
Hyderabad,2010,156210,Diesel,Manual,First,5.0,5.99,Toyota,21.43,1364.0,87.2,
Kolkata,2013,46500,Diesel,Manual,First,5.0,3.3,Honda,27.4,1498.0,98.6,8.54
Coimbatore,2009,52830,Diesel,Automatic,Second,5.0,8.08,Audi,16.77,2967.0,241.38,
Jaipur,2017,39867,Petrol,Manual,First,5.0,4.5,Maruti,22.5,998.0,67.04,5.44
Hyderabad,2014,58972,Diesel,Manual,First,7.0,6.5,Honda,24.2,1498.0,98.6,
Bangalore,2006,66000,Petrol,Automatic,Second,5.0,3.9,Honda,10.1,2354.0,152.0,
Delhi,2013,52000,Petrol,Manual,First,5.0,5.25,Hyundai,17.1,1591.0,121.3,
Bangalore,2014,58000,Diesel,Automatic,First,7.0,17.0,Hyundai,11.72,2199.0,194.3,
Ahmedabad,2012,58000,Petrol,Automatic,First,5.0,3.5,Hyundai,16.95,1197.0,78.9,
Hyderabad,2008,75000,Diesel,Manual,Second,5.0,3.0,Ford,17.7,1399.0,68.0,
Coimbatore,2015,41008,Petrol,Manual,Second,5.0,4.87,Hyundai,20.36,1197.0,78.9,
Jaipur,2014,65000,Diesel,Manual,First,5.0,6.0,Hyundai,24.4,1120.0,71.0,
Mumbai,2015,19000,Diesel,Automatic,First,5.0,15.5,Skoda,18.19,1968.0,174.5,36.94
Pune,2008,74000,Petrol,Manual,Second,5.0,1.6,Ford,16.6,1388.0,68.0,
Pune,2017,33000,Petrol,Automatic,First,5.0,7.25,Maruti,21.4,1197.0,83.1,
Mumbai,2010,95000,Diesel,Manual,Second,5.0,3.25,Skoda,17.0,1896.0,105.0,
Kolkata,2012,34000,Diesel,Manual,First,5.0,3.4,Volkswagen,20.64,1498.0,108.5,11.16
Coimbatore,2014,102865,Diesel,Automatic,First,7.0,30.5,Audi,12.07,2967.0,241.4,
Kochi,2016,52378,Petrol,Manual,First,5.0,7.97,Hyundai,17.0,1591.0,121.3,13.6
Delhi,2012,38000,Diesel,Automatic,First,5.0,13.51,Mercedes-Benz,14.84,2143.0,170.0,
Kochi,2015,60334,Diesel,Manual,First,5.0,5.43,Honda,25.8,1498.0,98.6,
Chennai,2010,107000,Petrol,Manual,First,5.0,2.6,Ford,16.6,1388.0,68.0,
Bangalore,2013,445000,Petrol,Manual,First,5.0,4.45,Hyundai,18.5,1197.0,82.9,
Kolkata,2017,2196,Petrol,Manual,First,5.0,2.75,Maruti,22.74,796.0,47.3,
Kolkata,2010,24000,Petrol,Automatic,First,5.0,8.75,BMW,10.6,2996.0,258.0,
Coimbatore,2015,44846,Petrol,Manual,Second,5.0,5.41,Fiat,14.6,1368.0,88.7,
Kochi,2018,64035,Diesel,Automatic,First,5.0,8.55,Maruti,28.4,1248.0,73.75,10.7
Mumbai,2014,45600,Diesel,Manual,First,7.0,8.25,Mahindra,15.1,2179.0,140.0,
Kochi,2014,102001,Diesel,Automatic,First,7.0,23.58,Volvo,11.1,2400.0,200.0,
Coimbatore,2014,47439,Petrol,Manual,First,5.0,4.49,Hyundai,20.36,1197.0,78.9,
Hyderabad,2010,193254,Diesel,Manual,First,7.0,12.99,Toyota,11.5,2982.0,171.0,
Bangalore,2016,29000,Petrol,Automatic,First,4.0,2.8,Tata,21.9,624.0,37.48,
Coimbatore,2016,51681,Diesel,Manual,First,8.0,8.43,Renault,19.98,1461.0,108.5,
Hyderabad,2015,50000,Diesel,Automatic,First,7.0,47.5,Audi,12.07,2967.0,241.4,
Mumbai,2016,42666,Petrol,Automatic,First,5.0,8.95,Honda,18.0,1497.0,117.3,
Jaipur,2013,65000,Diesel,Manual,Second,5.0,5.5,Renault,19.01,1461.0,108.45,
Jaipur,2014,18776,Petrol,Manual,First,5.0,4.75,Honda,17.8,1198.0,86.7,
Jaipur,2016,6714,Petrol,Manual,First,5.0,4.75,Honda,18.0,1198.0,86.7,
Pune,2009,40000,Petrol,Automatic,Second,5.0,9.5,BMW,12.05,1995.0,154.0,
Coimbatore,2011,88539,Diesel,Manual,First,5.0,3.77,Maruti,23.2,1248.0,73.94,
Delhi,2012,65055,Petrol,Manual,Second,5.0,4.25,Honda,17.0,1497.0,118.0,
Mumbai,2014,23000,Diesel,Automatic,First,5.0,19.9,BMW,18.88,1995.0,184.0,
Chennai,2009,60000,Diesel,Manual,First,5.0,4.0,Volkswagen,15.0,1896.0,105.0,
Kochi,2013,59350,Petrol,Manual,First,5.0,4.16,Maruti,19.1,1197.0,85.8,
Bangalore,2015,19000,Diesel,Automatic,Second,5.0,38.0,Jaguar,16.36,2179.0,187.7,
Kochi,2016,45560,Petrol,Automatic,First,5.0,6.34,Hyundai,16.9,1197.0,82.0,
Pune,2009,118000,Diesel,Manual,First,8.0,4.5,Toyota,12.8,2494.0,102.0,
Chennai,2016,55000,Petrol,Manual,First,7.0,3.75,Maruti,15.1,1196.0,73.0,4.87
Delhi,2012,60000,Diesel,Automatic,Second,5.0,10.2,Audi,15.2,1968.0,140.8,
Chennai,2007,145000,Diesel,Manual,First,8.0,5.0,Toyota,12.8,2494.0,102.0,
Mumbai,2008,46810,Petrol,Manual,First,5.0,3.95,Maruti,9.8,1995.0,163.5,
Coimbatore,2016,62767,Diesel,Manual,First,5.0,9.75,Volkswagen,20.34,1498.0,103.2,
Kochi,2018,18553,Petrol,Manual,First,5.0,7.93,Hyundai,18.6,1197.0,81.86,
Hyderabad,2011,143143,Diesel,Manual,First,5.0,2.1,Ford,17.8,1399.0,67.0,
Coimbatore,2015,53497,Diesel,Manual,First,7.0,16.42,Mitsubishi,13.5,2477.0,175.56,34.6
Bangalore,2011,148000,Diesel,Manual,Second,7.0,8.9,Hyundai,14.66,2199.0,194.3,
Pune,2012,95000,Diesel,Manual,First,7.0,7.21,Mahindra,15.1,2179.0,140.0,
Chennai,2015,100000,Diesel,Manual,First,8.0,13.5,Toyota,12.8,2494.0,102.0,
Chennai,2016,29000,Diesel,Automatic,First,5.0,65.0,Mercedes-Benz,11.57,2987.0,254.79,92.79
Bangalore,2014,87000,Diesel,Manual,First,7.0,7.4,Mahindra,12.05,2179.0,120.0,
Kochi,2014,56838,Petrol,Automatic,First,5.0,5.15,Honda,16.8,1497.0,118.0,
Pune,2013,100000,Diesel,Automatic,First,7.0,32.0,Mercedes-Benz,12.0,2987.0,224.0,
Kolkata,2011,125000,Petrol,Manual,First,5.0,3.25,Honda,17.0,1497.0,118.0,
Kolkata,2017,17000,Petrol,Automatic,First,5.0,3.95,Maruti,22.5,998.0,67.0,5.8
Pune,2013,70000,Petrol,Manual,Second,5.0,1.5,Tata,15.4,1193.0,65.0,
Pune,2010,50000,Petrol,Manual,Second,5.0,3.0,Hyundai,17.0,1197.0,80.0,
Kolkata,2010,39800,Petrol,Manual,First,5.0,1.99,Honda,16.0,1198.0,90.0,
Kolkata,2010,60000,Petrol,Manual,First,5.0,1.35,Maruti,19.0,998.0,66.1,
Hyderabad,2009,58000,Diesel,Automatic,First,5.0,13.5,BMW,16.07,1995.0,181.0,
Hyderabad,2010,110009,Diesel,Manual,First,5.0,6.99,Skoda,17.67,1968.0,138.08,
Hyderabad,2013,85000,Diesel,Manual,First,5.0,8.5,Nissan,19.01,1461.0,108.5,
Pune,2010,84000,Diesel,Manual,Second,5.0,2.89,Volkswagen,22.07,1199.0,73.9,
Mumbai,2011,51000,Diesel,Automatic,First,5.0,10.5,BMW,22.69,1995.0,190.0,47.87
Kochi,2013,68880,Petrol,Manual,First,5.0,3.97,Nissan,16.95,1498.0,97.7,
Chennai,2017,5500,Petrol,Automatic,First,5.0,4.25,Maruti,24.07,998.0,67.1,
Coimbatore,2016,40052,Petrol,Manual,First,5.0,6.17,Maruti,21.1,1197.0,85.8,
Coimbatore,2016,47293,Diesel,Automatic,First,5.0,38.72,Audi,14.16,1968.0,174.3,
Hyderabad,2013,79663,Diesel,Manual,First,5.0,6.5,Hyundai,16.8,1493.0,110.0,
Jaipur,2013,63000,Diesel,Manual,Second,5.0,4.25,Honda,25.8,1498.0,98.6,
Kolkata,2014,45000,Diesel,Manual,First,5.0,4.75,Honda,26.0,1498.0,98.6,
Kochi,2014,56501,Diesel,Automatic,First,7.0,17.71,Toyota,12.9,2755.0,174.5,
Jaipur,2015,58000,Diesel,Manual,First,5.0,5.85,Volkswagen,20.34,1498.0,103.2,
