Year,Kilometers_Driven,Owner_Type,Seats,Price,Mileage(km/kg),Engine(CC),Power(bhp),Location_Bangalore,Location_Chennai,Location_Coimbatore,Location_Delhi,Location_Hyderabad,Location_Jaipur,Location_Kochi,Location_Kolkata,Location_Mumbai,Location_Pune,Fuel_Type_Diesel,Fuel_Type_LPG,Fuel_Type_Petrol,Transmission_Manual
2013,63716,1,5.0,23.0,15.73,1968.0,174.33,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2018,11000,1,5.0,3.35,24.7,796.0,47.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2012,115000,3,5.0,10.0,15.06,1995.0,177.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2013,63265,1,5.0,2.95,20.36,1197.0,78.9,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2016,20000,1,5.0,6.75,21.66,1498.0,108.62,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2010,79000,3,5.0,2.44,16.47,1198.0,73.9,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2015,41000,1,5.0,5.85,20.73,1373.0,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2015,26323,1,5.0,7.4,17.21,1197.0,103.5,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2016,76000,1,5.0,3.8,24.4,1120.0,71.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2008,69972,1,5.0,3.8,13.5,1799.0,130.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2008,69000,1,5.0,2.7,17.7,1497.0,78.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2016,65000,1,7.0,7.21,15.96,2523.0,62.1,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2016,29512,1,5.0,7.9,17.4,1497.0,117.3,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2017,51000,1,5.0,4.2,25.4,1186.0,73.97,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2014,58003,1,5.0,5.75,19.01,1461.0,108.45,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2013,56500,1,5.0,3.45,16.98,998.0,66.1,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2014,29063,1,5.0,25.75,17.11,1968.0,174.33,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,46811,1,7.0,16.59,16.0,2179.0,140.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2014,31897,1,5.0,4.69,18.06,1198.0,74.96,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2009,52100,2,5.0,7.5,13.2,1995.0,170.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,73000,1,7.0,16.5,13.68,2393.0,147.8,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2009,31423,1,5.0,1.99,17.0,1497.0,118.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2014,75180,1,5.0,5.25,22.9,1248.0,74.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2013,75000,2,5.0,5.4,19.64,1461.0,108.45,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2014,15000,1,5.0,3.9,16.47,1198.0,74.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2015,12000,1,5.0,5.8,17.19,1197.0,81.86,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2014,32000,1,5.0,30.5,18.12,1995.0,190.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2017,44504,1,5.0,5.6,23.4,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2012,66000,1,5.0,23.0,0.0,2987.0,165.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,39437,1,5.0,5.15,28.4,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2017,36931,1,5.0,9.48,19.08,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2016,17800,2,4.0,2.38,21.9,624.0,37.48,1,0,0,0,0,0,0,0,0,0,0,0,1,0
2009,71346,1,5.0,3.8,17.5,1298.0,85.8,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2015,45000,2,5.0,5.5,18.6,1197.0,81.83,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2010,85155,1,5.0,3.55,17.0,1197.0,80.0,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2015,48823,1,5.0,6.35,20.73,1373.0,91.1,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2015,37000,1,5.0,36.0,12.7,2179.0,187.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2005,92000,2,5.0,1.1,16.1,1405.0,70.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2014,36000,1,5.0,3.7,17.57,1193.0,88.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2016,24569,1,7.0,13.5,16.0,1997.0,140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2008,95000,3,5.0,2.85,11.7,2354.0,177.6,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2015,25811,2,4.0,2.13,25.4,624.0,37.5,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2015,65000,1,5.0,7.75,22.7,1582.0,126.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2017,100400,1,5.0,2.85,25.0,1396.0,69.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2014,76414,1,5.0,4.95,25.8,1498.0,98.6,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2012,82103,1,7.0,6.2,15.1,2179.0,140.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2013,98000,1,5.0,17.5,18.56,1995.0,190.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2010,45252,1,5.0,2.25,18.9,1197.0,81.86,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2017,10300,1,5.0,6.75,21.4,1197.0,83.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2016,42024,1,5.0,9.73,19.08,1582.0,126.2,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2018,51236,1,7.0,8.49,25.47,1248.0,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2013,52000,1,4.0,25.0,13.6,1598.0,181.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2015,42894,1,5.0,5.59,23.2,1248.0,73.94,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2011,68000,1,5.0,4.8,15.6,1896.0,106.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2014,69000,1,5.0,5.45,22.7,1498.0,89.84,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2017,10000,1,5.0,6.5,18.6,1197.0,81.83,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2015,16000,1,5.0,4.35,19.4,1198.0,86.8,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2013,46992,1,5.0,3.75,25.8,1498.0,98.6,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2010,170000,3,5.0,12.0,18.48,1995.0,177.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2014,58000,1,7.0,32.0,12.07,2967.0,241.4,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2015,50000,2,5.0,4.0,24.0,1120.0,70.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011,39010,1,5.0,2.6,23.08,1461.0,63.1,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2016,26946,1,5.0,4.45,18.9,1197.0,82.0,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2015,28700,1,5.0,2.6,21.1,814.0,55.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2011,60000,1,5.0,16.0,11.74,1796.0,186.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2014,38999,1,5.0,32.5,12.7,2179.0,187.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016,39000,1,7.0,13.85,11.18,2696.0,184.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,7784,1,5.0,8.76,20.73,1373.0,91.1,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2014,45710,1,7.0,23.68,11.8,3498.0,272.0,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2017,42000,1,5.0,5.5,22.0,1197.0,81.8,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2013,75995,2,5.0,65.81,11.49,4367.0,335.3,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2013,57000,1,5.0,4.99,19.01,1461.0,108.45,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2013,85350,2,5.0,5.7,22.32,1582.0,126.32,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2016,82725,1,5.0,11.99,14.28,1798.0,138.03,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016,19000,2,5.0,29.99,21.76,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2018,13900,1,5.0,9.5,18.88,1499.0,110.4,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2014,108000,1,5.0,5.5,25.2,1248.0,74.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2016,36000,1,7.0,23.0,11.72,2199.0,194.3,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2013,62188,1,5.0,2.95,17.2,1396.0,53.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,58397,1,5.0,4.9,24.0,1120.0,70.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016,30000,1,5.0,4.25,22.5,998.0,67.0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
2018,29907,1,7.0,16.36,16.0,2179.0,140.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2009,46000,1,5.0,9.95,16.55,1968.0,147.51,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2012,65000,1,5.0,5.5,20.54,1598.0,103.6,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2016,22000,1,5.0,8.25,24.3,1248.0,88.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2002,99024,1,5.0,0.95,17.3,993.0,60.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2016,34952,1,5.0,4.01,19.81,1086.0,68.05,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2019,13913,1,5.0,8.2,17.5,1199.0,88.7,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2014,71000,2,5.0,6.2,25.1,1498.0,98.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2012,97000,1,7.0,16.75,11.5,2982.0,169.0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
2017,21000,1,7.0,16.5,16.0,2179.0,140.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2012,110438,1,5.0,3.5,20.0,1399.0,68.05,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2017,66507,2,5.0,5.43,19.0,1199.0,88.7,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2017,54650,1,7.0,30.35,10.91,3198.0,197.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014,32000,1,5.0,7.99,17.97,1498.0,99.6,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2011,75378,1,5.0,3.59,18.7,1896.0,66.0,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012,82697,1,5.0,1.9,25.44,936.0,57.6,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2009,135000,1,5.0,4.7,12.1,2362.0,164.7,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2012,149000,1,5.0,7.25,19.01,1461.0,108.45,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2016,26212,1,5.0,24.46,17.9,2143.0,136.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,23500,2,5.0,3.9,17.57,1193.0,88.7,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2013,56127,1,5.0,5.15,18.5,1197.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2015,26000,1,5.0,3.65,21.5,1197.0,81.8,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2016,26000,1,5.0,5.0,25.4,1186.0,73.97,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2009,42000,1,5.0,2.3,17.0,1497.0,118.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2001,130000,2,5.0,0.75,13.2,1495.0,94.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2009,137148,2,5.0,1.85,13.9,1599.0,103.2,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2010,114703,1,5.0,1.8,15.6,1196.0,70.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2014,97439,1,5.0,4.41,25.8,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2006,40000,1,5.0,2.0,18.9,998.0,67.1,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2014,28000,1,5.0,31.75,13.0,2987.0,258.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,37500,1,5.0,32.0,17.68,1968.0,174.33,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2010,37000,1,5.0,21.0,13.5,2987.0,282.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2010,83000,1,5.0,2.75,19.3,1248.0,73.9,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2005,79012,1,5.0,2.64,13.4,1794.0,125.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2018,27395,1,7.0,14.19,15.4,2179.0,120.0,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2017,35362,1,5.0,3.85,22.5,998.0,67.04,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2014,117000,1,7.0,15.5,13.0,2982.0,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2010,23000,1,5.0,1.9,18.2,1061.0,64.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2014,59508,1,4.0,1.26,25.4,624.0,37.48,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2009,69000,2,5.0,2.4,18.5,1197.0,80.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2010,58000,1,5.0,11.5,22.69,1995.0,190.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2014,88511,1,7.0,8.25,16.0,2179.0,140.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2011,66000,1,5.0,2.75,15.8,1598.0,105.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2009,65000,2,5.0,1.4,17.5,1198.0,70.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2015,30676,1,4.0,2.9,25.4,624.0,37.5,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2011,76000,1,5.0,2.4,20.0,1399.0,68.0,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2013,23627,1,5.0,4.75,14.8,1598.0,105.0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
2018,52827,1,5.0,44.76,12.7,2179.0,187.7,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,64465,1,5.0,6.22,26.0,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2018,14000,1,5.0,4.5,22.5,999.0,67.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2015,26000,1,5.0,4.25,18.9,1197.0,82.0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2011,78203,1,4.0,5.5,18.1,1991.0,147.9,0,0,0,0,1,0,0,0,0,0,1,0,0,0
2017,27000,1,5.0,6.95,22.54,1396.0,88.73,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2018,31919,1,5.0,4.56,24.07,998.0,67.1,0,0,1,0,0,0,0,0,0,0,0,0,1,0
2016,47392,1,5.0,13.82,20.5,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2016,17362,1,5.0,5.65,18.0,1198.0,86.7,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2016,49716,1,5.0,6.2,21.19,1396.0,88.73,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2014,48000,1,5.0,3.25,23.1,998.0,67.04,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2009,46000,1,5.0,8.5,16.55,1968.0,147.51,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2016,79000,1,5.0,7.25,24.8,1396.0,88.7,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2013,57000,1,5.0,4.61,21.8,1461.0,78.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2016,29754,1,5.0,5.3,16.2,1199.0,74.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2012,50123,1,5.0,1.9,17.0,1405.0,70.0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2012,57184,1,5.0,3.09,20.36,1197.0,78.9,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2007,75000,2,5.0,9.5,16.46,2993.0,258.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2015,26000,1,5.0,12.65,17.01,1582.0,126.2,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2016,22129,1,5.0,4.25,18.9,1197.0,82.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2011,127887,1,5.0,2.95,21.1,1248.0,73.9,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2006,92000,1,8.0,3.45,10.5,2179.0,120.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011,60634,1,5.0,3.3,19.81,1086.0,68.05,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2014,90000,1,7.0,8.0,14.0,2179.0,138.1,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2009,59000,1,5.0,2.71,13.5,1799.0,130.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2012,59293,1,5.0,2.7,18.2,998.0,67.1,0,0,0,0,1,0,0,0,0,0,0,0,1,1
2012,80753,2,5.0,4.5,23.4,1248.0,74.0,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2015,40000,2,7.0,18.75,13.0,2982.0,168.5,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2014,103000,2,5.0,5.25,28.4,1248.0,74.0,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2012,72389,1,5.0,3.2,26.2,998.0,58.2,0,0,0,0,1,0,0,0,0,0,0,1,0,1
2017,48000,1,5.0,6.0,28.4,1248.0,73.75,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2014,41000,1,5.0,3.14,18.9,1197.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2016,26000,1,5.0,2.55,25.17,799.0,53.3,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2012,30000,2,5.0,2.3,15.64,1193.0,64.08,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2014,74624,1,5.0,5.65,20.0,1399.0,68.05,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,47877,1,5.0,48.22,15.15,2967.0,240.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2016,35000,1,5.0,3.0,24.07,998.0,67.1,0,0,0,0,0,1,0,0,0,0,0,0,1,1
2015,52123,1,5.0,7.5,20.34,1498.0,103.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2005,90000,1,8.0,2.6,10.5,2179.0,120.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2018,1400,1,5.0,61.25,18.56,1995.0,190.0,0,0,0,0,0,0,0,0,1,0,1,0,0,0
2009,122000,2,5.0,3.5,17.0,1497.0,118.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2016,21110,1,4.0,28.95,17.44,1998.0,189.08,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2015,78000,1,6.0,15.0,13.5,2477.0,175.56,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2012,72000,1,5.0,4.25,19.3,1248.0,73.9,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2006,48000,1,4.0,59.0,8.6,5998.0,552.0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2013,43486,1,7.0,6.6,20.77,1248.0,88.76,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2007,199000,2,7.0,5.2,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2010,34000,1,5.0,10.0,11.7,1796.0,178.0,0,1,0,0,0,0,0,0,0,0,0,0,1,1
2016,37944,1,5.0,35.0,14.84,2143.0,167.62,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2017,30000,1,5.0,8.75,22.7,1498.0,89.84,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2015,64005,1,5.0,4.57,17.71,1197.0,78.9,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2012,62000,1,5.0,2.5,20.36,1197.0,78.9,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2014,59885,1,5.0,20.11,12.39,2179.0,147.51,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2011,144471,1,8.0,7.8,12.8,2494.0,102.0,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2011,63991,1,5.0,3.61,18.5,1197.0,80.0,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2015,34895,1,5.0,4.6,19.15,1198.0,75.94,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2015,97003,1,5.0,85.0,15.87,2993.0,308.43,0,0,0,0,0,0,0,0,0,0,1,0,0,0
2015,45000,1,5.0,5.25,16.8,1497.0,118.0,0,0,0,0,0,0,0,1,0,0,0,0,1,0
2013,45000,2,5.0,3.3,25.8,1498.0,98.6,0,0,0,1,0,0,0,0,0,0,1,0,0,1
2013,100000,2,7.0,17.75,11.5,2982.0,171.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2016,70000,1,5.0,35.0,12.97,2179.0,187.7,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2016,37023,1,5.0,13.39,19.67,1582.0,126.2,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2012,81000,1,5.0,2.5,25.44,936.0,56.3,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2017,20789,1,7.0,18.36,11.36,2755.0,171.5,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2015,68310,1,5.0,5.95,23.4,1248.0,74.0,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2015,47250,2,5.0,11.0,19.67,1582.0,126.2,0,0,0,0,0,0,0,0,1,0,1,0,0,1
2014,47000,2,5.0,64.75,12.65,2993.0,255.0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
2017,128000,1,5.0,6.3,25.8,1498.0,98.6,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2017,17702,1,5.0,11.94,15.29,1591.0,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2014,34987,1,5.0,5.95,18.19,1197.0,103.5,0,0,0,0,0,0,0,0,1,0,0,0,1,0
2017,37000,1,5.0,11.0,26.0,1498.0,98.6,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2017,38271,1,5.0,12.53,15.29,1591.0,121.3,0,0,1,0,0,0,0,0,0,0,0,0,1,1
2012,32510,2,5.0,3.75,20.0,1399.0,68.0,1,0,0,0,0,0,0,0,0,0,1,0,0,1
2014,88000,1,5.0,27.0,14.69,2993.0,258.0,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2012,116000,1,6.0,9.95,10.5,2835.0,107.2,0,0,0,0,0,0,0,0,0,1,1,0,0,1
2013,156000,1,5.0,4.2,19.87,1461.0,83.8,0,0,0,0,0,1,0,0,0,0,1,0,0,1
2010,75319,2,5.0,2.0,21.1,1197.0,85.8,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2013,28000,1,5.0,3.25,18.9,1197.0,82.0,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2017,16500,1,5.0,34.0,17.9,2143.0,136.0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,75637,1,5.0,30.37,22.48,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2018,32854,1,5.0,12.6,13.0,1591.0,121.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0
2019,6568,1,5.0,5.09,25.17,799.0,53.3,0,0,0,0,0,0,1,0,0,0,0,0,1,1
2014,30000,1,5.0,24.5,14.94,2967.0,241.4,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2018,17804,2,5.0,7.97,28.09,1248.0,88.5,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2011,69768,1,5.0,2.9,16.0,1198.0,90.0,0,0,0,1,0,0,0,0,0,0,0,0,1,1
2016,62404,1,5.0,21.33,22.69,1995.0,190.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2012,97000,2,5.0,6.5,19.08,1582.0,126.32,1,0,0,0,0,0,0,0,0,0,1,0,0,0
2016,55687,1,5.0,12.15,21.38,1396.0,88.7,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2014,17000,1,5.0,4.25,15.04,1598.0,103.2,0,0,0,0,0,0,0,1,0,0,0,0,1,1
2017,34232,1,5.0,35.84,21.76,1995.0,190.0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2004,135000,3,5.0,3.0,14.4,1997.0,152.0,0,1,0,0,0,0,0,0,0,0,0,0,1,0
2012,80000,1,5.0,6.75,19.72,1461.0,108.45,0,1,0,0,0,0,0,0,0,0,1,0,0,1
2014,31045,2,5.0,5.65,18.6,1197.0,81.83,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2013,58000,2,5.0,7.5,16.96,1968.0,138.03,0,0,0,0,0,0,0,0,0,1,1,0,0,0
2018,35480,1,5.0,13.34,19.67,1582.0,126.2,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2016,62287,1,5.0,7.9,28.09,1248.0,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2015,46162,1,5.0,6.98,22.54,1396.0,88.73,0,0,1,0,0,0,0,0,0,0,1,0,0,1
2014,9200,1,5.0,5.75,17.01,1591.0,121.3,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2012,55339,1,5.0,2.65,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2011,55476,1,5.0,2.49,22.07,1199.0,73.9,0,0,0,0,0,0,0,1,0,0,1,0,0,1
2007,68553,2,5.0,1.5,15.0,1586.0,104.68,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2016,67376,1,7.0,6.5,24.5,1498.0,98.6,0,0,0,0,0,0,1,0,0,0,1,0,0,1
2013,42000,1,5.0,8.0,19.64,1461.0,108.45,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2019,28069,1,7.0,30.85,12.9,2755.0,174.5,0,0,1,0,0,0,0,0,0,0,1,0,0,0
2014,93144,1,5.0,17.15,14.7,1984.0,181.0,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2014,24300,1,5.0,4.55,23.1,998.0,67.04,0,0,0,0,1,0,0,0,0,0,0,0,1,0
2015,47883,2,5.0,7.4,26.21,1248.0,88.5,0,0,0,0,1,0,0,0,0,0,1,0,0,1
2013,12467,1,5.0,25.64,12.8,1968.0,167.6,0,0,0,0,0,0,1,0,0,0,1,0,0,0
2013,56683,2,5.0,13.5,17.05,1995.0,184.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
2013,38000,1,5.0,3.55,15.6,1196.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,1,1
2018,35000,1,5.0,15.0,22.7,1582.0,126.2,0,0,0,0,0,0,0,0,0,0,1,0,0,1
2007,80000,2,5.0,1.95,13.9,1599.0,103.2,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2006,125000,2,5.0,2.3,13.5,1799.0,130.0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
2013,123000,2,7.0,15.0,12.55,2982.0,168.5,0,1,0,0,0,0,0,0,0,0,1,0,0,1
